Index,Stage(ft_NCDD),Stage(ft_NAVD88),Storage(ac-ft),Storage(Mgal),Area(ac)
1,596.31,600,12372.7939,4031.692608,202.4127706
2,596.21,599.9,12352.55911,4025.099072,202.2865004
3,596.11,599.8,12332.33557,4018.509204,202.1829638
4,596.01,599.7,12312.12324,4011.922986,202.0608945
5,595.91,599.6,12291.92264,4005.340592,201.9474737
6,595.81,599.5,12271.7337,3998.761998,201.8283696
7,595.71,599.4,12251.55653,3992.187238,201.7092655
8,595.61,599.3,12231.39161,3985.616471,201.5876903
9,595.51,599.2,12211.2388,3979.049648,201.4651267
10,595.41,599.1,12191.09808,3972.486764,201.3410805
11,595.31,599,12170.9696,3965.927872,201.2232119
12,595.21,598.9,12150.85311,3959.372885,201.1041078
13,595.11,598.8,12130.74885,3952.821883,200.9847565
14,595.01,598.7,12110.6564,3946.27473,200.8589806
15,594.91,598.6,12090.57639,3939.731629,200.7341931
16,594.81,598.5,12070.5088,3933.192575,200.6143476
17,594.71,598.4,12050.45314,3926.657409,200.4935138
18,594.61,598.3,12030.40992,3920.126299,200.3674908
19,594.51,598.2,12010.37935,3913.599307,200.2382554
20,594.41,598.1,11990.36145,3907.076448,200.116186
21,594.31,598,11970.3555,3900.557482,199.9958463
22,594.21,597.9,11950.36225,3894.042652,199.8685878
23,594.11,597.8,11930.38125,3887.531812,199.750225
24,594.01,597.7,11910.41242,3881.024941,199.6234606
25,593.91,597.6,11890.4556,3874.521982,199.5043565
26,593.81,597.5,11870.51122,3868.02308,199.3827813
27,593.71,597.4,11850.5793,3861.528232,199.2525575
28,593.61,597.3,11830.66007,3855.037523,199.132465
29,593.51,597.2,11810.75338,3848.5509,199.0052064
30,593.41,597.1,11790.859,3842.068287,198.8809131
31,593.31,597,11770.97725,3835.589793,198.7536545
32,593.21,596.9,11751.10813,3829.115412,198.628867
33,593.11,596.8,11731.25176,3822.645184,198.4993845
34,593.01,596.7,11711.40813,3816.179109,198.3758325
35,592.91,596.6,11691.57723,3809.717182,198.2436319
36,592.81,596.5,11671.75868,3803.259279,198.1213154
37,592.71,596.4,11651.95274,3796.805485,197.9881263
38,592.61,596.3,11632.16043,3790.356133,197.8564199
39,592.51,596.2,11612.38154,3783.911152,197.7192772
40,592.41,596.1,11592.61617,3777.47058,197.5917715
41,592.31,596,11572.86404,3771.034319,197.4509222
42,592.21,595.9,11553.1254,3764.602454,197.3135324
43,592.11,595.8,11533.4001,3758.174936,197.1862739
44,592.01,595.7,11513.6879,3751.751688,197.0592624
45,591.91,595.6,11493.9883,3745.332546,196.9282973
46,591.81,595.5,11474.30175,3738.917654,196.8007916
47,591.71,595.4,11454.62876,3732.507185,196.6579655
48,591.61,595.3,11434.96883,3726.100967,196.5396027
49,591.51,595.2,11415.32173,3719.698932,196.3970237
50,591.41,595.1,11395.68881,3713.301515,196.2625991
51,591.31,595,11376.06969,3706.908598,196.1190317
52,591.21,594.9,11356.46494,3700.520361,195.9781824
53,591.11,594.8,11336.87401,3694.136631,195.8412868
54,591.01,594.7,11317.29669,3687.757331,195.7053796
55,590.91,594.6,11297.73323,3681.382549,195.563789
56,590.81,594.5,11278.18359,3675.012272,195.4268934
57,590.71,594.4,11258.64774,3668.646487,195.2892564
58,590.61,594.3,11239.12585,3662.285252,195.1461832
59,590.51,594.2,11219.61806,3655.92861,195.0152181
60,590.41,594.1,11200.12363,3649.576321,194.8642376
61,590.31,594,11180.64424,3643.228936,194.7258593
62,590.21,593.9,11161.17861,3636.886032,194.5785853
63,590.11,593.8,11141.72848,3630.548179,194.4241453
64,590.01,593.7,11122.29332,3624.215205,194.2753887
65,589.91,593.6,11102.87238,3617.886862,194.1399757
66,589.81,593.5,11083.46586,3611.56322,193.9877597
67,589.71,593.4,11064.07397,3605.244344,193.8471575
68,589.61,593.3,11044.69722,3598.930404,193.6895052
69,589.51,593.2,11025.33506,3592.621217,193.5558219
70,589.41,593.1,11005.98635,3586.316411,193.4115132
71,589.31,593,10986.65201,3580.01629,193.2718994
72,589.21,592.9,10967.33174,3573.720753,193.123637
73,589.11,592.8,10948.02601,3567.429952,192.9825406
74,589.01,592.7,10928.73472,3561.143856,192.8394674
75,588.91,592.6,10909.45758,3554.862375,192.7005949
76,588.81,592.5,10890.19537,3548.585756,192.5483789
77,588.71,592.4,10870.94829,3542.314067,192.3951744
78,588.61,592.3,10851.71602,3536.047205,192.249383
79,588.51,592.2,10832.49896,3529.785298,192.0946959
80,588.41,592.1,10813.29636,3523.528103,191.9526111
81,588.31,592,10794.10901,3517.275876,191.7964414
82,588.21,591.9,10774.9368,3511.028584,191.6452138
83,588.11,591.8,10755.77972,3504.786221,191.4952216
84,588.01,591.7,10736.63751,3498.548705,191.3489361
85,587.91,591.6,10717.51057,3492.316166,191.1900482
86,587.81,591.5,10698.3992,3486.088697,191.0378321
87,587.71,591.4,10679.30315,3479.866224,190.8833921
88,587.61,591.3,10660.22212,3473.648643,190.7334
89,587.51,591.2,10641.15656,3467.436101,190.5762419
90,587.41,591.1,10622.10637,3461.22857,190.4225432
91,587.31,591,10603.07212,3455.026232,190.2562422
92,587.21,590.9,10584.05364,3448.829033,190.1074856
93,587.11,590.8,10565.05131,3442.637099,189.9364896
94,587.01,590.7,10546.06511,3436.450418,189.7803199
95,586.91,590.6,10527.09502,3430.268985,189.6159957
96,586.81,590.5,10508.14051,3424.092632,189.4660036
97,586.71,590.4,10489.20319,3417.92188,189.2806756
98,586.61,590.3,10470.28294,3411.756687,189.1215406
99,586.51,590.2,10451.37893,3405.59679,188.9547454
100,586.41,590.1,10432.49138,3399.442253,188.7877031
101,586.31,590,10413.62133,3393.293421,188.6137419
102,586.21,589.9,10394.7684,3387.150168,188.4481822
103,586.11,589.8,10375.93167,3381.012191,188.2850936
104,586.01,589.7,10357.11187,3374.879734,188.1180513
105,585.91,589.6,10338.30744,3368.752284,187.9670707
106,585.81,589.5,10319.52011,3362.630403,187.787179
107,585.71,589.4,10300.74935,3356.513926,187.6317506
108,585.61,589.3,10281.99518,3350.402852,187.4528473
109,585.51,589.2,10263.25816,3344.297368,187.2860521
110,585.41,589.1,10244.53795,3338.197359,187.1162916
111,585.31,589,10225.8346,3332.102847,186.9472725
112,585.21,588.9,10207.14808,3326.013816,186.7780063
113,585.11,588.8,10188.4791,3319.930504,186.5986088
114,585.01,588.7,10169.82838,3313.85314,186.4117981
115,584.91,588.6,10151.19558,3307.781614,186.2477211
116,584.81,588.5,10132.57969,3301.715601,186.064617
117,584.71,588.4,10113.98139,3295.655318,185.9020226
118,584.61,588.3,10095.40004,3289.600557,185.7204012
119,584.51,588.2,10076.83665,3283.55165,185.5449573
120,584.41,588.1,10058.2913,3277.508623,185.356417
121,584.31,588,10039.76501,3271.471806,185.1646643
122,584.21,587.9,10021.25721,3265.441013,184.9820544
123,584.11,587.8,10002.76734,3259.41606,184.8098229
124,584.01,587.7,9984.295514,3253.39699,184.6237536
125,583.91,587.6,9965.842024,3247.383893,184.4411437
126,583.81,587.5,9947.40749,3241.376974,184.2511208
127,583.71,587.4,9928.992066,3235.376282,184.0531905
128,583.61,587.3,9910.596198,3229.381962,183.8681096
129,583.51,587.2,9892.219665,3223.393942,183.6590596
130,583.41,587.1,9873.863138,3217.412442,183.4658243
131,583.31,587,9855.526338,3211.437369,183.2612221
132,583.21,586.9,9837.209406,3205.468771,183.0749057
133,583.11,586.8,9818.912477,3199.50669,182.8638789
134,583.01,586.7,9800.636095,3193.551305,182.6602652
135,582.91,586.6,9782.379793,3187.602463,182.4628291
136,582.81,586.5,9764.143076,3181.660002,182.2713235
137,582.71,586.4,9745.926418,3175.724078,182.0612851
138,582.61,586.3,9727.730418,3169.794886,181.8581656
139,582.51,586.2,9709.555171,3163.872455,181.640467
140,582.41,586.1,9691.40127,3157.956981,181.4341352
141,582.31,586,9673.268717,3152.048463,181.2169308
142,582.21,585.9,9655.157047,3146.146749,181.0105989
143,582.11,585.8,9637.066693,3140.251981,180.7867227
144,582.01,585.7,9618.998427,3134.364411,180.5774256
145,581.91,585.6,9600.951371,3128.483752,180.362198
146,581.81,585.5,9582.925435,3122.609975,180.1484531
147,581.71,585.4,9564.921528,3116.743376,179.9226
148,581.61,585.3,9546.939457,3110.883892,179.7058898
149,581.51,585.2,9528.980176,3105.031835,179.4666931
150,581.41,585.1,9511.044579,3099.187495,179.2393574
151,581.31,585,9493.131772,3093.350581,179.0093036
152,581.21,584.9,9475.242337,3087.521283,178.7787556
153,581.11,584.8,9457.376973,3081.699829,178.537335
154,581.01,584.7,9439.53635,3075.886436,178.2788642
155,580.91,584.6,9421.720317,3070.081056,178.0401617
156,580.81,584.5,9403.928601,3064.2836,177.7883628
157,580.71,584.4,9386.161126,3058.494043,177.5592973
158,580.61,584.3,9368.418241,3052.712498,177.3010737
159,580.51,584.2,9350.699836,3046.938931,177.0722554
160,580.41,584.1,9333.004343,3041.172829,176.8278695
161,580.31,584,9315.332571,3035.414457,176.6076998
162,580.21,583.9,9297.684371,3029.663766,176.3502175
163,580.11,583.8,9280.061624,3023.921368,176.1008895
164,580.01,583.7,9262.464003,3018.187158,175.8542797
165,579.91,583.6,9244.891097,3012.461002,175.6039634
166,579.81,583.5,9227.344359,3006.743372,175.3309135
167,579.71,583.4,9209.82407,3001.034361,175.0749137
168,579.61,583.3,9192.330031,2995.333903,174.8087827
169,579.51,583.2,9174.862401,2989.642051,174.5399336
170,579.41,583.1,9157.421876,2983.959031,174.2641655
171,579.31,583,9140.008551,2978.284874,173.9925982
172,579.21,582.9,9122.623375,2972.619889,173.7084286
173,579.11,582.8,9105.266819,2966.964231,173.419564
174,579.01,582.7,9087.93979,2961.318193,173.1109311
175,578.91,582.6,9070.642708,2955.681914,172.8193484
176,578.81,582.5,9053.375036,2950.055219,172.5329549
177,578.71,582.4,9036.138147,2944.438554,172.2127081
178,578.61,582.3,9018.931343,2938.831692,171.9189014
179,578.51,582.2,9001.754893,2933.234722,171.6110099
180,578.41,582.1,8984.609237,2927.647785,171.2964465
181,578.31,582,8967.495216,2922.071157,170.9836128
182,578.21,581.9,8950.411896,2916.504532,170.6791807
183,578.11,581.8,8933.359733,2910.948061,170.3656057
184,578.01,581.7,8916.337804,2905.401441,170.0750114
185,577.91,581.6,8899.345038,2899.864323,169.7661314
186,577.81,581.5,8882.383213,2894.337289,169.4673827
187,577.71,581.4,8865.451097,2888.819934,169.16641
188,577.61,581.3,8848.547059,2883.311729,168.9039855
189,577.51,581.2,8831.671287,2877.812735,168.60326
190,577.41,581.1,8814.825828,2872.323618,168.3101946
191,577.31,581,8798.009681,2866.844052,167.9968668
192,577.21,580.9,8781.225077,2861.374765,167.6783497
193,577.18,580.87,8776.200251,2859.737418,167.5669
194,577.11,580.8,8764.475658,2855.916943,167.3067053
195,577.01,580.7,8747.763056,2850.471118,166.9434624
196,576.91,580.6,8731.087452,2845.037348,166.5577331
197,576.81,580.5,8714.449548,2839.615863,166.1925133
198,576.71,580.4,8697.845829,2834.205518,165.8982125
199,576.61,580.3,8681.268131,2828.803651,165.6656876
200,576.51,580.2,8664.709439,2823.407977,165.5085295
201,576.41,580.1,8648.164653,2818.016835,165.3852246
202,576.31,580,8631.63202,2812.629653,165.2725452
203,576.21,579.9,8615.110675,2807.246149,165.1549236
204,576.11,579.8,8598.600366,2801.866241,165.0454566
205,576.01,579.7,8582.100741,2796.489815,164.9463679
206,575.91,579.6,8565.610982,2791.116604,164.849256
207,575.81,579.5,8549.130923,2785.746553,164.7486847
208,575.71,579.4,8532.661178,2780.379863,164.6486076
209,575.61,579.3,8516.201003,2775.016291,164.5561907
210,575.51,579.2,8499.749966,2769.655697,164.4603143
211,575.41,579.1,8483.308642,2764.298268,164.366909
212,575.31,579,8466.876174,2758.943725,164.2831407
213,575.21,578.9,8450.45223,2753.591959,164.193442
214,575.11,578.8,8434.037366,2748.243152,164.0988012
215,575.01,578.7,8417.631476,2742.897269,164.017751
216,574.91,578.6,8401.23392,2737.554103,163.9307704
217,574.81,578.5,8384.844607,2732.213621,163.8474964
218,574.71,578.4,8368.463986,2726.875973,163.7632339
219,574.61,578.3,8352.091455,2721.54096,163.6841606
220,574.51,578.2,8335.726621,2716.208455,163.6060758
221,574.41,578.1,8319.369848,2710.878577,163.5245315
222,574.31,578,8303.021165,2705.551336,163.4452111
223,574.21,577.9,8286.68029,2700.226638,163.3649023
224,574.11,577.8,8270.34771,2694.904644,163.2838522
225,574.01,577.7,8254.022968,2689.585203,163.2045318
226,573.91,577.6,8237.706972,2684.268612,163.1118678
227,573.81,577.5,8221.399692,2678.954862,163.0318061
228,573.71,577.4,8205.100256,2673.643667,162.9571807
229,573.61,577.3,8188.80826,2668.334897,162.8815668
230,573.51,577.2,8172.524161,2663.0287,162.7980457
231,573.41,577.1,8156.248321,2657.725194,162.7207021
232,573.31,577,8139.980752,2652.424384,162.6332273
233,573.21,576.9,8123.721591,2647.126313,162.5539069
234,573.11,576.8,8107.470216,2641.830779,162.4674205
235,573.01,576.7,8091.227307,2636.538004,162.3898299
236,572.91,576.6,8074.992236,2631.247783,162.3072972
237,572.81,576.5,8058.765375,2625.960237,162.2267412
238,572.71,576.4,8042.547234,2620.675532,162.1323475
239,572.61,576.3,8026.338635,2615.393937,162.0372125
240,572.51,576.2,8010.139091,2610.115292,161.9522087
241,572.41,576.1,7993.948012,2604.839406,161.86251
242,572.31,576,7977.767352,2599.566915,161.7488421
243,572.21,575.9,7961.597039,2594.297795,161.6542013
244,572.11,575.8,7945.436494,2589.031859,161.5504176
245,572.01,575.7,7929.286509,2583.769363,161.4441629
246,571.91,575.6,7913.148007,2578.510609,161.3201167
247,571.81,575.5,7897.021987,2573.255922,161.1960705
248,571.71,575.4,7880.908261,2568.005241,161.0764721
249,571.61,575.3,7864.806701,2562.758525,160.9499549
250,571.51,575.2,7848.71786,2557.515953,160.8298623
251,571.41,575.1,7832.640452,2552.277107,160.7152061
252,571.31,575,7816.574585,2547.042021,160.601044
253,571.21,574.9,7800.51995,2541.810595,160.491577
254,571.11,574.8,7784.476812,2536.582916,160.3709902
255,571.01,574.7,7768.445244,2531.359006,160.2555926
256,570.91,574.6,7752.425942,2526.139094,160.1303109
257,570.81,574.5,7736.419615,2520.923409,159.9981103
258,570.71,574.4,7720.426002,2515.711868,159.8661567
259,570.61,574.3,7704.446062,2510.504781,159.731238
260,570.51,574.2,7688.479817,2505.302157,159.5938481
261,570.41,574.1,7672.527305,2500.104009,159.4549757
262,570.31,574,7656.588924,2494.910464,159.3096785
263,570.21,573.9,7640.665365,2489.72175,159.1594393
264,570.11,573.8,7624.756354,2484.537776,159.0180958
265,570.01,573.7,7608.862261,2479.358663,158.8619261
266,569.91,573.6,7592.983975,2474.184701,158.7030382
267,569.81,573.5,7577.121569,2469.015913,158.5406909
268,569.71,573.4,7561.275049,2463.852302,158.3805675
269,569.61,573.3,7545.445595,2458.694252,158.2048765
270,569.51,573.2,7529.634246,2453.542101,158.0180659
271,569.41,573.1,7513.841771,2448.3961,157.8315024
272,569.31,573,7498.067809,2443.256132,157.6474099
273,569.21,572.9,7482.312625,2438.122283,157.4475028
274,569.11,572.8,7466.578012,2432.995136,157.238947
275,569.01,572.7,7450.863998,2427.874703,157.039287
276,568.91,572.6,7435.169492,2422.760625,156.8462988
277,568.81,572.5,7419.49472,2417.652979,156.6525692
278,568.71,572.4,7403.839221,2412.551612,156.4608165
279,568.61,572.3,7388.203359,2407.456644,156.2626391
280,568.51,572.2,7372.586712,2402.367937,156.0694038
281,568.41,572.1,7356.989935,2397.285705,155.8620835
282,568.31,572,7341.413056,2392.209956,155.6710721
283,568.21,571.9,7325.854692,2387.140241,155.4931572
284,568.11,571.8,7310.314675,2382.076504,155.3117829
285,568.01,571.7,7294.792134,2377.018462,155.1358449
286,567.91,571.6,7279.288565,2371.966602,154.9408798
287,567.81,571.5,7263.802668,2366.9205,154.7730962
288,567.71,571.4,7248.335207,2361.880406,154.577884
289,567.61,571.3,7232.885312,2356.846036,154.4125715
290,567.51,571.2,7217.452518,2351.817238,154.2341624
291,567.41,571.1,7202.037599,2346.794264,154.0592127
292,567.31,571,7186.640579,2341.777123,153.8770971
293,567.21,570.9,7171.260928,2336.765642,153.7110432
294,567.11,570.8,7155.898921,2331.75991,153.5326341
295,567.01,570.7,7140.554373,2326.759867,153.3544721
296,566.91,570.6,7125.227901,2321.765714,153.1750746
297,566.81,570.5,7109.919178,2316.777345,152.9983953
298,566.71,570.4,7094.628333,2311.794801,152.8133144
299,566.61,570.3,7079.355381,2306.818088,152.6383647
300,566.51,570.2,7064.100482,2301.847257,152.4582259
301,566.41,570.1,7048.863257,2296.882185,152.2874771
302,566.31,570,7033.643848,2291.922919,152.1070911
303,566.21,569.9,7018.442418,2286.969512,151.9247284
304,566.11,569.8,7003.259387,2282.022099,151.7423656
305,566.01,569.7,6988.094657,2277.08065,151.5538253
306,565.91,569.6,6972.94867,2272.145309,151.3657791
307,565.81,569.5,6957.821003,2267.215936,151.1903353
308,565.71,569.4,6942.711093,2262.292351,151.011432
309,565.61,569.3,6927.619288,2257.374665,150.8288221
310,565.51,569.2,6912.545644,2252.462896,150.645471
311,565.41,569.1,6897.490462,2247.557143,150.4586604
312,565.31,569,6882.453954,2242.657476,150.2686374
313,565.21,568.9,6867.436865,2237.764136,150.07046
314,565.11,568.8,6852.438738,2232.876975,149.8920509
315,565.01,568.7,6837.459323,2227.995911,149.6933793
316,564.91,568.6,6822.499412,2223.121202,149.5092868
317,564.81,568.5,6807.557744,2218.252438,149.319758
318,564.71,568.4,6792.635894,2213.390132,149.1210864
319,564.61,568.3,6777.734076,2208.534354,148.9196966
320,564.51,568.2,6762.851993,2203.685005,148.7141061
321,564.41,568.1,6747.990417,2198.84234,148.507033
322,564.31,568,6733.148925,2194.006218,148.3095969
323,564.21,567.9,6718.328073,2189.176822,148.1010411
324,564.11,567.8,6703.528624,2184.354401,147.8843309
325,564.01,567.7,6688.750625,2179.538969,147.6737983
326,563.91,567.6,6673.993351,2174.73029,147.4679606
327,563.81,567.5,6659.256675,2169.928323,147.2626172
328,563.71,567.4,6644.541554,2165.13338,147.041212
329,563.61,567.3,6629.847542,2160.345315,146.8380925
330,563.51,567.2,6615.174708,2155.564151,146.6231121
331,563.41,567.1,6600.522711,2150.789777,146.4165331
332,563.31,567,6585.891507,2146.022178,146.2153905
333,563.21,566.9,6571.280856,2141.261276,146.0011513
334,563.11,566.8,6556.691554,2136.507331,145.7829585
335,563.01,566.7,6542.124163,2131.760526,145.5667425
336,562.91,566.6,6527.577936,2127.020617,145.3492909
337,562.81,566.5,6513.054487,2122.28813,145.1199784
338,562.71,566.4,6498.554166,2117.56318,144.8901717
339,562.61,566.3,6484.07572,2112.845358,144.6754383
340,562.51,566.2,6469.619482,2108.134772,144.44662
341,562.41,566.1,6455.185536,2103.43145,144.2294156
342,562.31,566,6440.773738,2098.735345,144.0038097
343,562.21,565.9,6426.384368,2094.046548,143.790806
344,562.11,565.8,6412.016673,2089.364814,143.5661885
345,562.01,565.7,6397.670697,2084.690157,143.3504667
346,561.91,565.6,6383.346162,2080.022487,143.1354862
347,561.81,565.5,6369.042988,2075.361777,142.9244594
348,561.71,565.4,6354.762153,2070.708347,142.6946527
349,561.61,565.3,6340.504179,2066.062366,142.4611394
350,561.51,565.2,6326.269731,2061.42405,142.2261435
351,561.41,565.1,6312.058752,2056.793383,141.9918889
352,561.31,565,6297.871375,2052.170405,141.7566459
353,561.21,564.9,6283.707968,2047.555239,141.5142369
354,561.11,564.8,6269.568142,2042.947756,141.2844301
355,561.01,564.7,6255.452941,2038.348298,141.0195347
356,560.91,564.6,6241.362856,2033.757024,140.7793496
357,560.81,564.5,6227.297106,2029.173679,140.5431181
358,560.71,564.4,6213.254152,2024.597762,140.3125701
359,560.61,564.3,6199.235,2020.029601,140.060524
360,560.51,564.2,6185.240885,2015.469599,139.8265165
361,560.41,564.1,6171.270966,2010.917481,139.5690342
362,560.31,564,6157.326332,2006.373602,139.3281078
363,560.21,563.9,6143.405631,2001.837521,139.0790269
364,560.11,563.8,6129.510227,1997.309684,138.8242627
365,560.01,563.7,6115.639556,1992.789906,138.5727108
366,559.91,563.6,6101.794488,1988.278471,138.3312902
367,559.81,563.5,6087.973983,1983.77504,138.0814681
368,559.71,563.4,6074.177937,1979.279578,137.8402946
369,559.61,563.3,6060.406261,1974.792058,137.5889898
370,559.51,563.2,6046.660099,1970.312852,137.3322488
371,559.41,563.1,6032.939644,1965.842021,137.0705656
372,559.31,563,6019.245552,1961.379782,136.8064115
373,559.21,562.9,6005.578113,1956.926227,136.5390449
374,559.11,562.8,5991.937775,1952.481504,136.2729139
375,559.01,562.7,5978.323778,1948.045363,136.0010995
376,558.91,562.6,5964.736412,1943.617901,135.7369453
377,558.81,562.5,5951.176356,1939.199337,135.4732854
378,558.71,562.4,5937.642204,1934.789214,135.2135791
379,558.61,562.3,5924.133677,1930.387441,134.959062
380,558.51,562.2,5910.651933,1925.994396,134.6748924
381,558.41,562.1,5897.198051,1921.610429,134.4124679
382,558.31,562,5883.770331,1917.234987,134.1337346
383,558.21,561.9,5870.370072,1912.868494,133.8705688
384,558.11,561.8,5856.995657,1908.510422,133.6076502
385,558.01,561.7,5843.648652,1904.161281,133.3306466
386,557.91,561.6,5830.329785,1899.821309,133.0415349
387,557.81,561.5,5817.041271,1895.491227,132.7242534
388,557.71,561.4,5803.784533,1891.1715,132.4126552
389,557.61,561.3,5790.556512,1886.861131,132.1462771
390,557.51,561.2,5777.35521,1882.559468,131.8781693
391,557.41,561.1,5764.179627,1878.266185,131.6335363
392,557.31,561,5751.028373,1873.98083,131.3859381
393,557.21,560.9,5737.901286,1869.70335,131.1526719
394,557.11,560.8,5724.79758,1865.433489,130.9199
395,557.01,560.7,5711.716229,1861.170912,130.7034369
396,556.91,560.6,5698.656448,1856.915363,130.4845027
397,556.81,560.5,5685.618251,1852.666848,130.2749585
398,556.71,560.4,5672.600834,1848.425104,130.0636846
399,556.61,560.3,5659.604162,1844.19012,129.872179
400,556.51,560.2,5646.626787,1839.961424,129.6732603
401,556.41,560.1,5633.669151,1835.73916,129.4758242
402,556.31,560,5620.731773,1831.523497,129.2739402
403,556.21,559.9,5607.814722,1827.314457,129.0678555
404,556.11,559.8,5594.918517,1823.11221,128.8526279
405,556.01,559.7,5582.043341,1818.916816,128.6507439
406,555.91,559.6,5569.187921,1814.727859,128.4533078
407,555.81,559.5,5556.353817,1810.545847,128.2415397
408,555.71,559.4,5543.540243,1806.370526,128.0342195
409,555.61,559.3,5530.748049,1802.202171,127.8204745
410,555.51,559.2,5517.977323,1798.040812,127.5928917
411,555.41,559.1,5505.22898,1793.886746,127.3746989
412,555.31,559,5492.500838,1789.739263,127.1797338
413,555.21,558.9,5479.794212,1785.59879,126.9598113
414,555.11,558.8,5467.108423,1781.465108,126.7559505
415,555.01,558.7,5454.444002,1777.338388,126.529109
416,554.91,558.6,5441.801783,1773.218903,126.3178351
417,554.81,558.5,5429.180254,1769.10616,126.1105148
418,554.71,558.4,5416.580668,1765.000567,125.880461
419,554.61,558.3,5404.003589,1760.902307,125.6669631
420,554.51,558.2,5391.446971,1756.810715,125.4655734
421,554.41,558.1,5378.911464,1752.726003,125.2387319
422,554.31,558,5366.398672,1748.648692,125.0146086
423,554.21,557.9,5353.909232,1744.57899,124.7801069
424,554.11,557.8,5341.442225,1740.516597,124.5631496
425,554.01,557.7,5328.997094,1736.461334,124.33359
426,553.91,557.6,5316.574439,1732.413394,124.1089724
427,553.81,557.5,5304.17458,1728.372882,123.8932506
428,553.71,557.4,5291.797149,1724.339678,123.6627026
429,553.61,557.3,5279.44206,1720.313755,123.445004
430,553.51,557.2,5267.109364,1716.295128,123.2156915
431,553.41,557.1,5254.798393,1712.28358,123.0056531
432,553.31,557,5242.508969,1708.279054,122.7798
433,553.21,556.9,5230.241435,1704.281661,122.5732211
434,553.11,556.8,5217.994684,1700.291039,122.3579935
435,553.01,556.7,5205.768993,1696.30728,122.154874
436,552.91,556.6,5193.564177,1692.330324,121.9421174
437,552.81,556.5,5181.380229,1688.360167,121.7313377
438,552.71,556.4,5169.217693,1684.396987,121.5185812
439,552.61,556.3,5157.075409,1680.440406,121.3189212
440,552.51,556.2,5144.95304,1676.490315,121.1180256
441,552.41,556.1,5132.850901,1672.546816,120.9168829
442,552.31,556,5120.769057,1668.60993,120.7147519
443,552.21,555.9,5108.7072,1664.679556,120.5197868
444,552.11,555.8,5096.665653,1660.755801,120.3072774
445,552.01,555.7,5084.64407,1656.838551,120.1177486
446,551.91,555.6,5072.642548,1652.927838,119.9052392
447,551.81,555.5,5060.662204,1649.024026,119.6964363
448,551.71,555.4,5048.702788,1645.127033,119.4886218
449,551.61,555.3,5036.762877,1641.236396,119.3015641
450,551.51,555.2,5024.843102,1637.35232,119.0930083
451,551.41,555.1,5012.942767,1633.474579,118.9113869
452,551.31,555,5001.061583,1629.603078,118.7141979
453,551.21,554.9,4989.200262,1625.738049,118.5157734
454,551.11,554.8,4977.358264,1621.879317,118.3232794
455,551.01,554.7,4965.536859,1618.027296,118.1040981
456,550.91,554.6,4953.736003,1614.18197,117.9096273
457,550.81,554.5,4941.955314,1610.343215,117.7077433
458,550.71,554.4,4930.19464,1606.510983,117.507342
459,550.61,554.3,4918.454429,1602.685418,117.2980449
460,550.51,554.2,4906.734629,1598.866505,117.1028327
461,550.41,554.1,4895.036207,1595.054557,116.8767325
462,550.31,554,4883.359461,1591.249673,116.6570571
463,550.21,553.9,4871.705291,1587.452145,116.424038
464,550.11,553.8,4860.073708,1583.661977,116.2117757
465,550.01,553.7,4848.462811,1579.878549,116.0123628
466,549.91,553.6,4836.871401,1576.101472,115.8154209
467,549.81,553.5,4825.299976,1572.330906,115.6063709
468,549.71,553.4,4813.749,1568.567005,115.4111587
469,549.61,553.3,4802.218726,1564.809848,115.1929659
470,549.51,553.2,4790.710262,1561.059799,114.976997
471,549.41,553.1,4779.223743,1557.3169,114.7521324
472,549.31,553,4767.759639,1553.581305,114.5247967
473,549.21,552.9,4756.319428,1549.853496,114.271268
474,549.11,552.8,4744.903173,1546.133493,114.0486273
475,549.01,552.7,4733.508717,1542.420593,113.8296931
476,548.91,552.6,4722.135831,1538.714722,113.6233613
477,548.81,552.5,4710.783752,1535.015631,113.4227128
478,548.71,552.4,4699.451075,1531.322862,113.2250296
479,548.61,552.3,4688.138025,1527.636488,113.0409372
480,548.51,552.2,4676.843666,1523.956205,112.8474547
481,548.41,552.1,4665.568074,1520.282038,112.6616325
482,548.31,552,4654.311371,1516.614025,112.4688914
483,548.21,551.9,4643.074447,1512.952457,112.270714
484,548.11,551.8,4631.858119,1509.2976,112.0621582
485,548.01,551.7,4620.661014,1505.649008,111.8755947
486,547.91,551.6,4609.482776,1502.006563,111.6853246
487,547.81,551.5,4598.323139,1498.370179,111.5027148
488,547.71,551.4,4587.182267,1494.73991,111.3124447
489,547.61,551.3,4576.060607,1491.115901,111.1199507
490,547.51,551.2,4564.958332,1487.498209,110.9314103
491,547.41,551.1,4553.874823,1483.886632,110.7423757
492,547.31,551,4542.810496,1480.281305,110.5419744
493,547.21,550.9,4531.765415,1476.682249,110.3559051
494,547.11,550.8,4520.738879,1473.089237,110.1723068
495,547.01,550.7,4509.730743,1469.50222,109.9854962
496,546.91,550.6,4498.742267,1465.921609,109.783118
497,546.81,550.5,4487.774162,1462.347637,109.5767862
498,546.71,550.4,4476.826921,1458.780462,109.3598289
499,546.61,550.3,4465.901435,1455.220377,109.1448484
500,546.51,550.2,4454.997455,1451.6673,108.9313505
501,546.41,550.1,4444.114226,1448.120984,108.7265013
502,546.31,550,4433.251707,1444.581417,108.5256058
503,546.21,549.9,4422.409694,1441.048531,108.321745
